scenario,pool,replicate,source,variant,candidate,graph,reliable,best_order,lp_ibd,lp_snp,chi2_ibd,chi2_snp
growth,0,5,true,poisson_separate,g16_o1,16,False,True,-215.07575583748041,27.49327452088709,140.2049711829378,38.32131946785782
growth,0,5,true,poisson_separate,g02_o1,2,False,True,-548.2184886443799,26.262409767484495,963.3356147386799,40.78304897462975
growth,0,5,true,poisson_separate,g12_o1,12,False,False,-547.6477214983485,26.64352818962875,976.5746714546733,40.02081213040936
growth,0,5,true,poisson_separate,g15_o2,15,False,True,-205.44972004979365,44.67904875845066,126.43904188265577,3.949770992716464
growth,0,5,true,poisson_separate,g21_o2,21,False,True,-548.3848054102394,25.397354670606063,986.9856971641908,42.5131591684321
growth,0,5,true,poisson_separate,g09_o1,9,False,False,-217.80310543182233,28.201242183863286,149.50429317994895,36.90538414187677
growth,0,5,true,poisson_separate,g19_o1,19,False,True,-216.9672249637537,27.294190095360502,138.38363793655418,38.71948831887824
growth,0,5,true,poisson_separate,g08_o1,8,False,True,-530.3210280036146,28.061412056302906,907.3286318676421,37.185044397008014
growth,0,5,true,poisson_separate,g18_o1,18,False,True,-532.2766154562089,26.0139529605928,968.8464894989143,41.279962588481254
growth,0,5,true,poisson_separate,g16_o2,16,False,False,-215.75721172069373,27.539721092519667,148.78781456721265,38.22842632463316
growth,0,5,true,poisson_separate,g22_o2,22,False,False,-202.57776611517795,45.36622931904703,136.27865222468597,2.5754098715733527
growth,0,5,true,poisson_separate,g12_o2,12,False,True,-551.6423036780296,23.189415919345862,1049.3619778199065,46.92903667100132
growth,0,5,true,poisson_separate,g05_o1,5,False,True,-211.7490942757731,25.974617764273255,145.41133809586805,41.35863298109665
growth,0,5,true,poisson_separate,g21_o1,21,False,False,-531.5582851588549,26.34779242233799,934.4469687846389,40.6122836649443
growth,0,5,true,poisson_separate,g09_o2,9,False,True,-211.21498327644446,27.216211216985933,135.27446019838771,38.875446075620815
growth,0,5,true,poisson_separate,g15_o1,15,False,False,-192.1440366096652,43.42189704197527,100.34254069670041,6.464074425667247
growth,0,5,true,poisson_separate,g01_o1,1,False,True,-214.9596510832531,27.395835354000056,139.85470037727467,38.51619780161865
growth,0,5,true,poisson_separate,g11_o1,11,False,True,-211.05052025615805,44.79338246734788,143.50876246579406,3.7211035749800274
growth,0,5,true,poisson_separate,g10_o1,10,False,True,-211.1051107172628,45.153325337372145,134.8335446150461,3.0012178348614307
growth,0,5,true,poisson_separate,g04_o1,4,False,True,-211.86943095449467,27.161162629310347,139.1951360340966,38.985543251050245
growth,0,5,true,poisson_separate,g20_o1,20,False,True,-552.6767546532137,27.475033856514315,1028.5799451963164,38.357800796665884
growth,0,5,true,poisson_separate,g08_o2,8,False,False,-553.9568966357494,28.283593679682994,1019.3587260442922,36.74068115023865
growth,0,5,true,poisson_separate,g14_o1,14,False,True,-549.2948529188272,23.870893065603834,1018.0303464897904,45.56608237839763
growth,0,5,hapibd,poisson_shared,g03_o1,3,False,True,-1008.5734875440991,-120.11609256687427,6931570.949716945,333.54005364320204
growth,0,5,hapibd,poisson_shared,g13_o1,13,False,True,-671.7654894191419,30.8602005376759,248846.79209764418,31.587467434278967
growth,0,5,hapibd,poisson_shared,g07_o1,7,False,True,-672.6239535349798,-69.86596843483764,31092.77106493303,233.03980537934456
growth,0,5,hapibd,poisson_shared,g17_o1,17,False,True,-290.683342099546,-35.934793943958226,552.8469234992436,165.17745639763223
growth,0,5,hapibd,poisson_shared,g06_o1,6,False,True,-664.8576678985802,-86.10807895308045,28098.803622170635,265.52402641633137
growth,0,5,hapibd,poisson_shared,g22_o1,22,False,True,-192.45166594900792,43.87880807500257,106.99678948214795,5.550252359614205
growth,0,5,hapibd,poisson_shared,g16_o1,16,False,False,-284.98838876424526,-90.79568906733341,295.9206471129026,274.89924664420846
growth,0,5,hapibd,poisson_shared,g02_o1,2,False,True,-1013.9327684663963,-154.85803045157172,2678857.09766337,403.02392941270887
growth,0,5,hapibd,poisson_shared,g12_o1,12,False,True,-940.8249662983931,-74.06679098128495,90381312.82282163,241.44145047244064
growth,0,5,hapibd,poisson_shared,g15_o2,15,False,False,-208.60306756111325,43.83091173882512,150.27745809325927,5.646045031965778
growth,0,5,hapibd,poisson_shared,g21_o2,21,False,False,-595.218934657953,-55.15616602302343,4155.371721895974,203.6202005557656
growth,0,5,hapibd,poisson_shared,g09_o1,9,False,True,-226.63649714296682,-10.815465329437815,201.09921124684422,114.93879916873372
growth,0,5,hapibd,poisson_shared,g19_o1,19,False,True,-277.85917109525286,-101.07346826020172,282.6788790405055,295.454805029968
growth,0,5,hapibd,poisson_shared,g08_o1,8,False,True,-1006.6946938816569,-124.49013702905202,4675258.697092891,342.2881425681121
growth,0,5,hapibd,poisson_shared,g18_o1,18,False,True,-562.9913967618515,-61.25652699755523,1311.654267933362,215.82092250460838
growth,0,5,hapibd,poisson_shared,g16_o2,16,False,True,-278.8244616190903,-95.77367386873436,284.2375028593456,284.8552162469474
growth,0,5,hapibd,poisson_shared,g22_o2,22,False,False,-208.74767364604367,43.865699317974816,157.44865659509222,5.576469873709863
growth,0,5,hapibd,poisson_shared,g12_o2,12,False,False,-988.464936447203,-28.278407949363725,1402.2855547999739,149.86468440852713
growth,0,5,hapibd,poisson_shared,g05_o1,5,False,True,-290.6159534473978,-39.37596048103988,596.9029799047407,172.05978947173972
growth,0,5,hapibd,poisson_shared,g21_o1,21,False,True,-559.3127105911731,-50.7501076244877,1137.6735830522982,194.80808375885323
growth,0,5,hapibd,poisson_shared,g09_o2,9,False,False,-288.35113700296415,-38.234778582777366,544.2493349860492,169.7774256751689
growth,0,5,hapibd,poisson_shared,g15_o1,15,False,True,-194.87205264201012,44.21940728938398,109.42432997843889,4.8690539308814635
growth,0,5,hapibd,poisson_shared,g01_o1,1,False,True,-295.8753586210046,-87.37669670759588,418.67983057737297,268.06126192482094
growth,0,5,hapibd,poisson_shared,g11_o1,11,False,True,-218.3655459820447,44.15851864959812,238.51979383504082,4.99083121039804
growth,0,5,hapibd,poisson_shared,g10_o1,10,False,True,-210.5140782378935,44.24113090622364,185.3590325433307,4.825606697194333
growth,0,5,hapibd,poisson_shared,g04_o1,4,False,True,-280.1031438745775,-42.13346489485986,492.77167771043725,177.57479829930463
growth,0,5,hapibd,poisson_shared,g20_o1,20,False,True,-598.8693877243435,-73.77412725698485,2906.3121967877996,240.85612302343355
growth,0,5,hapibd,poisson_shared,g08_o2,8,False,False,-1010.2469809360553,0.33466572775631587,330485.0663597216,92.63853705409124
growth,0,5,hapibd,poisson_shared,g14_o1,14,False,True,-667.0518481371043,29.685864008673008,230622.55161169684,33.936140492289674
growth,0,5,hapibd,poisson_separate,g03_o1,3,False,True,-520.4017473569086,28.088585518177855,899.7486960463282,37.130697473254
growth,0,5,hapibd,poisson_separate,g13_o1,13,False,True,-520.7521745659391,27.763235631319258,1036.049395310721,37.7813972469681
growth,0,5,hapibd,poisson_separate,g07_o1,7,False,True,-519.4654074927556,25.835651051708737,1073.7524579975802,41.636566406224176
growth,0,5,hapibd,poisson_separate,g17_o1,17,False,True,-211.5834090977655,28.36162956251663,159.5082010196245,36.5846093845665
growth,0,5,hapibd,poisson_separate,g06_o1,6,False,True,-524.6079699862224,24.554771094574765,976.3360293673738,44.19832632044082
growth,0,5,hapibd,poisson_separate,g22_o1,22,False,True,-194.2241293690887,45.10173482135792,106.59854162794902,3.1043988669057425
growth,0,5,hapibd,poisson_separate,g16_o1,16,False,False,-211.0052425246103,26.310861526262464,147.02438790250056,40.686145457077004
growth,0,5,hapibd,poisson_separate,g02_o1,2,False,True,-518.7342674995713,27.53565365102944,860.8668200048784,38.23656120764294
growth,0,5,hapibd,poisson_separate,g12_o1,12,False,False,-521.1125512943089,25.78057155197953,1060.3445715318876,41.746725405731034
growth,0,5,hapibd,poisson_separate,g15_o2,15,False,True,-211.98436885149852,45.554145146065736,132.33854050653858,2.199578217455247
growth,0,5,hapibd,poisson_separate,g21_o2,21,False,True,-520.4437274667887,26.29224948322427,1019.9322142356906,40.72336954315463
growth,0,5,hapibd,poisson_separate,g09_o1,9,False,False,-210.34574970536113,27.01340971326219,154.50574379297507,39.28104908311059
growth,0,5,hapibd,poisson_separate,g19_o1,19,False,True,-211.6364528026194,23.746562992549258,132.52751335958428,45.814742524597136
growth,0,5,hapibd,poisson_separate,g08_o1,8,False,True,-520.5714878749449,27.469559862264518,985.3601269379872,38.36874878505739
growth,0,5,hapibd,poisson_separate,g18_o1,18,False,True,-507.6291165542841,26.85824255495051,898.9265872691035,39.59138339969856
growth,0,5,hapibd,poisson_separate,g16_o2,16,False,True,-216.66369056336882,27.296828966949377,131.36782764123487,38.714210575798596
growth,0,5,hapibd,poisson_separate,g22_o2,22,False,False,-206.01745117121914,44.19549337885273,134.14354267640456,4.916881751905248
growth,0,5,hapibd,poisson_separate,g12_o2,12,False,True,-526.3306809327174,23.318927146663114,959.8086870443933,46.670014216367036
growth,0,5,hapibd,poisson_separate,g05_o1,5,False,True,-207.98405669257272,27.82129647154654,137.23139100042425,37.66527556657833
growth,0,5,hapibd,poisson_separate,g21_o1,21,False,False,-508.8440849695673,27.498933855403905,863.6288121511509,38.31000079887427
growth,0,5,hapibd,poisson_separate,g09_o2,9,False,True,-208.46523620566904,27.464802678748107,134.11804905271097,38.37826315210689
growth,0,5,hapibd,poisson_separate,g15_o1,15,False,False,-192.69371476671063,43.605365621691504,105.23374228233203,6.097137266288946
growth,0,5,hapibd,poisson_separate,g01_o1,1,False,True,-212.0256714347896,27.83036243801491,135.68360761799897,37.64714363364767
growth,0,5,hapibd,poisson_separate,g11_o1,11,False,True,-208.10920370749824,44.427546814235015,133.72004196480611,4.452774881130514
growth,0,5,hapibd,poisson_separate,g10_o1,10,False,True,-206.47117500872602,43.11326572672202,155.1921603315017,7.081337056236914
growth,0,5,hapibd,poisson_separate,g04_o1,4,False,True,-210.57266161128064,26.903298445049053,147.71271000767274,39.501271619572236
growth,0,5,hapibd,poisson_separate,g20_o1,20,False,True,-520.2389430048702,26.330291540383904,929.1792433082403,40.647285428868784
growth,0,5,hapibd,poisson_separate,g08_o2,8,False,False,-524.6496290158998,27.053994407599177,1038.2514516153992,39.19987969437403
growth,0,5,hapibd,poisson_separate,g14_o1,14,False,True,-519.8238931194109,26.883552657013617,997.0525806579905,39.54076319559596
growth,0,6,true,poisson_shared,g03_o1,3,False,True,-1045.8286118629405,-133.58871637382197,227567.58309291443,360.34592407463936
growth,0,6,true,poisson_shared,g13_o1,13,False,True,-715.6172159958007,27.56451743755596,33412.94350958697,38.03945645137804
growth,0,6,true,poisson_shared,g07_o1,7,False,True,-710.8020221532,-86.24246963592807,6527.700013798303,265.6534305980126
growth,0,6,true,poisson_shared,g17_o1,17,False,True,-297.1068525492234,-54.7910482575666,447.9196276345903,202.750587841863
growth,0,6,true,poisson_shared,g06_o1,6,False,True,-715.3874888313626,-91.48634857633749,6475.698323814577,276.14118847917086
growth,0,6,true,poisson_shared,g22_o1,22,False,True,-197.44213764867186,44.67477671891194,112.69233126759178,3.8189378885891543
growth,0,6,true,poisson_shared,g16_o1,16,False,False,-305.05464956695613,-115.40159580124369,314.9632483065428,323.9716829292099
growth,0,6,true,poisson_shared,g02_o1,2,False,True,-1045.2483200229594,-174.97162929041207,114727.29516042722,443.1117499071861
growth,0,6,true,poisson_shared,g12_o1,12,False,True,-973.8527170325809,-101.73257159976608,1311984.0384172774,296.6336345255098
growth,0,6,true,poisson_shared,g15_o2,15,False,False,-210.38602742022798,42.525309948136396,144.31127895431086,8.11787143013319
growth,0,6,true,poisson_shared,g21_o2,21,False,True,-631.2587558710231,-79.98414783681804,1955.6538187170684,253.1367869999931
growth,0,6,true,poisson_shared,g09_o1,9,False,True,-234.8507726137411,-21.752812404136648,226.2263437117801,136.6741161344346
growth,0,6,true,poisson_shared,g19_o1,19,False,True,-309.0620612061296,-115.56441552491319,322.20464514501015,324.29732237626024
growth,0,6,true,poisson_shared,g08_o1,8,False,False,-1006.1544851076497,-142.1871861468896,125102.64603275352,377.54286362043797
growth,0,6,true,poisson_shared,g18_o1,18,False,True,-577.6433668765036,-92.64604756858863,1097.779573993564,278.4605864638338
growth,0,6,true,poisson_shared,g16_o2,16,False,True,-303.0912517724273,-118.4972615475034,315.397340106982,330.1630144212839
growth,0,6,true,poisson_shared,g22_o2,22,False,False,-211.00246370853404,44.63078314284757,144.30747939739027,3.906925040738451
growth,0,6,true,poisson_shared,g12_o2,12,False,False,-1057.7517933658228,-32.01826172277396,1438.6992283855507,157.20501477195435
growth,0,6,true,poisson_shared,g05_o1,5,False,True,-236.0976828602678,-20.39249153196347,240.87645073140095,133.95347439053032
growth,0,6,true,poisson_shared,g21_o1,21,False,False,-616.3477564013499,-64.60640631631858,1133.9973020133323,222.3813039591089
growth,0,6,true,poisson_shared,g09_o2,9,False,False,-301.1146097495993,-49.67132393708291,478.6437369813426,192.51113920064904
growth,0,6,true,poisson_shared,g15_o1,15,False,True,-197.32991130481534,44.73126400535408,109.67269153435558,3.7059633156656986
growth,0,6,true,poisson_shared,g01_o1,1,False,True,-320.66597251681003,-108.56421353141593,431.4757260613155,310.2969183892932
growth,0,6,true,poisson_shared,g11_o1,11,False,True,-222.5282831728723,44.30120084940894,232.5106758995359,4.566089627575013
growth,0,6,true,poisson_shared,g10_o1,10,False,True,-215.91401898941834,44.28750288755414,198.21891781804683,4.593485551379701
growth,0,6,true,poisson_shared,g04_o1,4,False,True,-294.7487619861313,-52.766765838092745,451.0335627195748,198.70202300275005
growth,0,6,true,poisson_shared,g20_o1,20,False,True,-743.7120424988975,-92.22602596506786,11489.472721034928,277.62054325638496
growth,0,6,true,poisson_shared,g08_o2,8,False,True,-1028.0116467638827,-140.15363791767066,87730.06645966147,373.47576716163206
growth,0,6,true,poisson_shared,g14_o1,14,False,True,-725.8561573214583,27.601283729488713,40812.17653395089,37.965923867465534
growth,0,6,true,poisson_separate,g03_o1,3,False,True,-543.2046189256946,20.947739613696214,893.2750984131695,51.27301209901103
growth,0,6,true,poisson_separate,g13_o1,13,False,True,-542.6773541752763,19.92841983275442,899.8406500627558,53.31165166082
growth,0,6,true,poisson_separate,g07_o1,7,False,True,-525.4453837139163,19.696393610520403,844.5466655762173,53.77570410536604
growth,0,6,true,poisson_separate,g17_o1,17,False,True,-219.09660249111852,20.07089010442117,156.03522069804222,53.02671111747646
growth,0,6,true,poisson_separate,g06_o1,6,False,True,-523.339603105716,19.467770944575125,837.7174608498103,54.23294943730094
