scenario,pool,replicate,source,variant,candidate,graph,reliable,parameter,mean,lower,upper,truth,error
growth,0,1,hapibd,poisson_shared,g15_o2,15,False,left,69.75272531316959,64.77688386031016,72.43792934614518,50,19.75272531316959
growth,0,1,hapibd,poisson_shared,g15_o2,15,False,root,338.04979588805384,321.6849628494316,351.61993963299324,300,38.049795888053836
growth,0,1,hapibd,poisson_shared,g22_o2,22,False,loop_open,6.612501103481754,4.901886755090961,9.378687440849845,10,-3.387498896518246
growth,0,1,hapibd,poisson_shared,g22_o2,22,False,loop_major_fraction,0.6261886313991134,0.5033084854213798,0.7067023037621689,0.75,-0.1238113686008866
growth,0,1,hapibd,poisson_shared,g22_o2,22,False,loop_close,17.685747709851366,15.073138388659373,21.76631475427149,25,-7.314252290148634
growth,0,1,hapibd,poisson_shared,g22_o2,22,False,b_split,35.97062623535716,32.90878389088169,39.971469038074865,30,5.970626235357159
growth,0,1,hapibd,poisson_shared,g22_o2,22,False,b_fraction,0.7698255404622398,0.7565957905730387,0.7853560091880855,0.75,0.019825540462239832
growth,0,1,hapibd,poisson_shared,g22_o2,22,False,right,65.48308632823166,62.644736449740286,70.0768842251929,100,-34.516913671768336
growth,0,1,hapibd,poisson_shared,g22_o2,22,False,left,68.6760831418685,66.0760808494076,72.35062373748997,50,18.676083141868503
growth,0,1,hapibd,poisson_shared,g22_o2,22,False,root,343.48153406231353,333.63317573660873,352.661182369401,300,43.48153406231353
growth,0,1,hapibd,poisson_shared,g15_o1,15,False,b_split,42.345538914789486,30.184712783048422,45.880945957829326,30,12.345538914789486
growth,0,1,hapibd,poisson_shared,g15_o1,15,False,b_fraction,0.7396723358538388,0.7133405945151808,0.7477229191321506,0.75,-0.010327664146161153
growth,0,1,hapibd,poisson_shared,g15_o1,15,False,left,55.1650157015376,52.30355481740918,57.38446112248055,50,5.165015701537598
growth,0,1,hapibd,poisson_shared,g15_o1,15,False,right,130.03235542382163,123.060182853629,143.40768225049266,100,30.032355423821627
growth,0,1,hapibd,poisson_shared,g15_o1,15,False,root,293.62670123746483,255.61421344120694,307.51323359021035,300,-6.373298762535171
growth,0,1,hapibd,poisson_separate,g22_o1,22,False,loop_open,5.172334344152189,4.262523003532194,6.335993669953731,10,-4.827665655847811
growth,0,1,hapibd,poisson_separate,g22_o1,22,False,loop_major_fraction,0.5862838655149065,0.5019560353375742,0.7202231589350127,0.75,-0.16371613448509348
growth,0,1,hapibd,poisson_separate,g22_o1,22,False,loop_close,17.650250501015062,15.469371217633766,21.057981729045235,25,-7.349749498984938
growth,0,1,hapibd,poisson_separate,g22_o1,22,False,b_split,37.573512653633706,33.86475376383069,40.95248666590545,30,7.573512653633706
growth,0,1,hapibd,poisson_separate,g22_o1,22,False,b_fraction,0.7068636104383785,0.6903270041211885,0.722350247396316,0.75,-0.04313638956162147
growth,0,1,hapibd,poisson_separate,g22_o1,22,False,left,53.968501189843174,51.49514231260611,57.37063177555517,50,3.968501189843174
growth,0,1,hapibd,poisson_separate,g22_o1,22,False,right,122.36303226253453,118.08981194151067,125.6693735196567,100,22.36303226253453
growth,0,1,hapibd,poisson_separate,g22_o1,22,False,root,270.4480677890396,264.34282687571607,276.2916708743495,300,-29.551932210960388
growth,0,1,hapibd,poisson_separate,g15_o2,15,False,b_split,27.829662670240015,21.80555122983693,36.21035230694798,30,-2.1703373297599846
growth,0,1,hapibd,poisson_separate,g15_o2,15,False,b_fraction,0.8260047265849186,0.8125475629191977,0.8404371544440825,0.75,0.07600472658491864
growth,0,1,hapibd,poisson_separate,g15_o2,15,False,right,60.04588474119626,56.335442458862516,64.49071517318984,100,-39.95411525880374
growth,0,1,hapibd,poisson_separate,g15_o2,15,False,left,62.668267909208474,59.24630877243782,67.4392831536016,50,12.668267909208474
growth,0,1,hapibd,poisson_separate,g15_o2,15,False,root,344.48925052947254,325.8206253164217,364.488354548633,300,44.48925052947254
